ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
MSST US,YIELDMAX MSTR PERFORMANCE & INCOME TARGET 25 ETF,Tidal Trust II,underlier_name,MSTR US,MSTR,HIGH
MSST US,YIELDMAX MSTR PERFORMANCE & INCOME TARGET 25 ETF,Tidal Trust II,mechanism,physical,options,HIGH
MST US,DEFIANCE LEVERAGED LONG + INCOME MSTR ETF,Tidal Trust II,primary_strategy,Income,L&I,HIGH
MST US,DEFIANCE LEVERAGED LONG + INCOME MSTR ETF,Tidal Trust II,sub_strategy,Derivative Income > Covered Call,Long,HIGH
MST US,DEFIANCE LEVERAGED LONG + INCOME MSTR ETF,Tidal Trust II,underlier_name,MSTR US,MSTR,HIGH
MST US,DEFIANCE LEVERAGED LONG + INCOME MSTR ETF,Tidal Trust II,mechanism,physical,swap,HIGH
MSTB US,LHA MARKET STATE TACTICAL BETA ETF,Little Harbor Funds/USA,sub_strategy,Allocation,Broad,HIGH
MSTI US,MADISON SHORT-TERM STRATEGIC INCOME ETF,Madison Funds,mechanism,physical,options,MEDIUM
MSTP US,GRANITESHARES 2X LONG MSTR DAILY ETF,GraniteShares ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MSTP US,GRANITESHARES 2X LONG MSTR DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MSTQ US,ETF SERIES SOLUTIONS-LHA MARKET STATE TACTICAL Q ETF,ETF Series Solutions,mechanism,physical,options,MEDIUM
MSTU US,T-REX 2X LONG MSTR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,MSTR US,MSTR,HIGH
MSTU US,T-REX 2X LONG MSTR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
MSTW US,ROUNDHILL MSTR WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
MSTW US,ROUNDHILL MSTR WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MSTW US,ROUNDHILL MSTR WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,options,HIGH
MSTX US,DEFIANCE DAILY TARGET 2X LONG MSTR ETF,Tidal Trust II,underlier_name,MSTR US,MSTR,HIGH
MSTX US,DEFIANCE DAILY TARGET 2X LONG MSTR ETF,Tidal Trust II,mechanism,physical,swap,HIGH
MSTY US,YIELDMAX MSTR OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,MSTR US,MSTR,HIGH
MSTY US,YIELDMAX MSTR OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
MSTZ US,T-REX 2X INVERSE MSTR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,MSTR US,MSTR,HIGH
MSTZ US,T-REX 2X INVERSE MSTR DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
MTRA US,INVESCO INTERNATIONAL GROWTH FOCUS ETF,Powershares Actively Managed E,sub_strategy,Style,Broad,MEDIUM
MTUL US,ETRACS 2X LEVERAGED MSCI US MOMENTUM FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,direction,long,neutral,HIGH
MTUL US,ETRACS 2X LEVERAGED MSCI US MOMENTUM FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,concentration,single,basket,MEDIUM
MTUL US,ETRACS 2X LEVERAGED MSCI US MOMENTUM FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,swap,MEDIUM
MTYY US,GRANITESHARES YIELDBOOST MSTR ETF,GraniteShares ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MTYY US,GRANITESHARES YIELDBOOST MSTR ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
MUD US,DIREXION DAILY MU BEAR 1X ETF,Direxion ETFs/USA,underlier_name,MU US,MU,HIGH
MUD US,DIREXION DAILY MU BEAR 1X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MULL US,GRANITESHARES 2X LONG MU DAILY ETF,GraniteShares ETF Trust,underlier_name,MU US,MU,HIGH
MULL US,GRANITESHARES 2X LONG MU DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MUST US,COLUMBIA MULTI-SECTOR MUNICIPAL INCOME ETF,Columbia ETF Trust I,sub_strategy,Sector,Broad,HIGH
MUU US,DIREXION DAILY MU BULL 2X ETF,Direxion ETFs/USA,underlier_name,MU US,MU,HIGH
MUU US,DIREXION DAILY MU BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MVFD US,MONARCH VOLUME FACTOR DIVIDEND TREE INDEX ETF,Northern Lights Fund Trust IV/,sub_strategy,Allocation,Broad,HIGH
MVLL US,GRANITESHARES 2X LONG MRVL DAILY ETF,GraniteShares ETF Trust,underlier_name,MRVL US,MRVL,HIGH
MVLL US,GRANITESHARES 2X LONG MRVL DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MVPL US,MILLER VALUE PARTNERS LEVERAGE ETF,Advisor Managed Portfolios/Mil,sub_strategy,Short,Long,HIGH
MVPL US,MILLER VALUE PARTNERS LEVERAGE ETF,Advisor Managed Portfolios/Mil,direction,short,neutral,HIGH
MVPL US,MILLER VALUE PARTNERS LEVERAGE ETF,Advisor Managed Portfolios/Mil,mechanism,physical,swap,MEDIUM
MVRL US,ETRACS MONTHLY PAY 1.5X LEVERAGED MORTGAGE REIT ETN,ETRACS ETNs/UBS AG/London/USA,direction,long,neutral,HIGH
MVRL US,ETRACS MONTHLY PAY 1.5X LEVERAGED MORTGAGE REIT ETN,ETRACS ETNs/UBS AG/London/USA,concentration,single,basket,MEDIUM
MVRL US,ETRACS MONTHLY PAY 1.5X LEVERAGED MORTGAGE REIT ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,swap,MEDIUM
MVV US,PROSHARES ULTRA MIDCAP400,ProShares Trust,direction,long,neutral,HIGH
MVV US,PROSHARES ULTRA MIDCAP400,ProShares Trust,mechanism,physical,swap,HIGH
MXI US,ISHARES GLOBAL MATERIALS ETF,iShares Trust,sub_strategy,Broad,Sector,MEDIUM
MYY US,PROSHARES SHORT MIDCAP 400,ProShares Trust,mechanism,physical,swap,HIGH
MZZ US,PROSHARES ULTRASHORT MIDCAP400,ProShares Trust,sub_strategy,Short,Long,HIGH
MZZ US,PROSHARES ULTRASHORT MIDCAP400,ProShares Trust,direction,short,neutral,HIGH
MZZ US,PROSHARES ULTRASHORT MIDCAP400,ProShares Trust,mechanism,physical,swap,HIGH
NAIL US,DIREXION DAILY HOMEBUILDERS & SUPPLIES BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NANR US,STATE STREET SPDR S&P NORTH AMERICAN NATURAL RESOURCES ETF,SPDR Index Shares Funds,sub_strategy,Thematic,Broad,LOW
NAPR US,INNOVATOR GROWTH 100 POWER BUFFER ETF - APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
NATO US,THEMES TRANSATLANTIC DEFENSE ETF,Themes ETF Trust,sub_strategy,Thematic,Broad,LOW
NAUG US,INNOVATOR GROWTH-100 POWER BUFFER ETF - AUGUST,Innovator ETF Trust,mechanism,physical,options,HIGH
NBCM US,NEUBERGER COMMODITY STRATEGY ETF,Neuberger Berman ETF Trust,mechanism,physical,options,MEDIUM
NBDS US,NEUBERGER DISRUPTERS ETF,Neuberger Berman ETF Trust,sub_strategy,Thematic,Broad,LOW
NBET US,NEUBERGER ENERGY TRANSITION & INFRASTRUCTURE ETF,Neuberger Berman ETF Trust,sub_strategy,Thematic,Sector,MEDIUM
NBFR US,INNOVATOR NASDAQ-100 MANAGED 10 BUFFER ETF,Innovator ETF Trust,mechanism,physical,options,HIGH
NBIG US,LEVERAGE SHARES 2X LONG NBIS DAILY ETF,Themes ETF Trust,underlier_name,NBIS US,NBIS,HIGH
NBIG US,LEVERAGE SHARES 2X LONG NBIS DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NBIL US,GRANITESHARES 2X LONG NBIS DAILY ETF,GraniteShares ETF Trust,underlier_name,NVIS,NBIS,HIGH
NBIL US,GRANITESHARES 2X LONG NBIS DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
NBIZ US,TRADR 2X SHORT NBIS DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
NBOS US,NEUBERGER OPTION STRATEGY ETF,Neuberger Berman ETF Trust,asset_class,Equity,Multi-Asset,HIGH
NBOS US,NEUBERGER OPTION STRATEGY ETF,Neuberger Berman ETF Trust,mechanism,physical,options,HIGH
NCIQ US,HASHDEX NASDAQ CME CRYPTO INDEX US ETF,Tidal Commodities Trust I,underlier_name,multi-token crypto,NCIUSS,MEDIUM
NCIQ US,HASHDEX NASDAQ CME CRYPTO INDEX US ETF,Tidal Commodities Trust I,concentration,single,basket,MEDIUM
NCPB US,NUVEEN CORE PLUS BOND ETF,Nushares ETF Trust,mechanism,physical,swap,HIGH
NDAA US,NED DAVIS RESEARCH 360 DYNAMIC ALLOCATION ETF,Tidal Trust III,sub_strategy,Allocation,Broad,HIGH
NDEC US,INNOVATOR GROWTH-100 POWER BUFFER ETF - DECEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
NDIV US,AMPLIFY ENERGY & NATURAL RESOURCES COVERED CALL ETF,Amplify ETF Trust,mechanism,physical,options,HIGH
NDOW US,ANYDRUS ADVANTAGE ETF,Collaborative Investment Serie,sub_strategy,Allocation,Broad,HIGH
NEBX US,TRADR 2X LONG NBIS DAILY ETF,Investment Managers Series Tru,underlier_name,NBIS US,NBIS,HIGH
NEBX US,TRADR 2X LONG NBIS DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
NEHI US,NEOS ETHEREUM HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,Plain Beta,HIGH
NEHI US,NEOS ETHEREUM HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
NEHI US,NEOS ETHEREUM HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
NELS US,NELSON SELECT ETF,Collaborative Investment Serie,sub_strategy,Allocation,Broad,HIGH
NEMG US,LEVERAGE SHARES 2X LONG NEM DAILY ETF,Themes ETF Trust,underlier_name,NEM US,NEM,HIGH
NEMG US,LEVERAGE SHARES 2X LONG NEM DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NERD US,ROUNDHILL VIDEO GAMES ETF,Listed Funds Trust,sub_strategy,Thematic,Broad,LOW
NETG US,LEVERAGE SHARES 2X LONG NET DAILY ETF,Themes ETF Trust,underlier_name,NET US,NET,HIGH
NETG US,LEVERAGE SHARES 2X LONG NET DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NEWZ US,STOCKSNIPS AI-POWERED SENTIMENT US ALL CAP ETF,EA Series Trust,sub_strategy,Thematic,Broad,LOW
NFEB US,INNOVATOR GROWTH-100 POWER BUFFER ETF - FEBRUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
NFLP US,KURV YIELD PREMIUM STRATEGY NETFLIX NFLX ETF/DE,Kurv ETF Trust,underlier_name,NFLX US,NFLX,HIGH
NFLP US,KURV YIELD PREMIUM STRATEGY NETFLIX NFLX ETF/DE,Kurv ETF Trust,mechanism,physical,options,HIGH
NFLT US,VIRTUS NEWFLEET MULTI-SECTOR BOND ETF,Virtus ETF Trust II,sub_strategy,Sector,Broad,HIGH
NFLU US,T-REX 2X LONG NFLX DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,NFLX US,NFLX,HIGH
NFLU US,T-REX 2X LONG NFLX DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
NFLW US,ROUNDHILL NFLX WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
NFLW US,ROUNDHILL NFLX WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,NFLX US,NFLX,HIGH
NFLW US,ROUNDHILL NFLX WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
NFLY US,YIELDMAX NFLX OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,NFLX US,NFLX,HIGH
NFLY US,YIELDMAX NFLX OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
NFRA US,FLEXSHARES STOXX GLOBAL BROAD INFRASTRUCTURE INDEX FUND,FlexShares ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
NFXL US,DIREXION DAILY NFLX BULL 2X ETF,Direxion ETFs/USA,underlier_name,NFLX US,NFLX,HIGH
NFXL US,DIREXION DAILY NFLX BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NFXS US,DIREXION DAILY NFLX BEAR 1X ETF,Direxion ETFs/USA,underlier_name,NFLX US,NFLX,HIGH
NFXS US,DIREXION DAILY NFLX BEAR 1X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NIHI US,NEOS MSCI EAFE HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,Plain Beta,MEDIUM
NIHI US,NEOS MSCI EAFE HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Broad,MEDIUM
NIHI US,NEOS MSCI EAFE HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
NIOG US,LEVERAGE SHARES 2X LONG NIO DAILY ETF,Themes ETF Trust,underlier_name,NIO US,NIO,HIGH
NIOG US,LEVERAGE SHARES 2X LONG NIO DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NJAN US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
NJUL US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
NJUN US,INNOVATOR GROWTH-100 POWER BUFFER ETF - JUNE,Innovator ETF Trust,mechanism,physical,options,HIGH
NLR US,VANECK URANIUM AND NUCLEAR ETF,VanEck ETFs/USA,sub_strategy,Thematic,Sector,MEDIUM
NLSI US,NEOS LONG/SHORT EQUITY INCOME ETF,Neos ETF Trust,primary_strategy,Income,Plain Beta,HIGH
NLSI US,NEOS LONG/SHORT EQUITY INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
NLSI US,NEOS LONG/SHORT EQUITY INCOME ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
NMAR US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MARCH,Innovator ETF Trust,mechanism,physical,options,HIGH
NMAY US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MAY,Innovator ETF Trust,mechanism,physical,options,HIGH
NMB US,SIMPLIFY NATIONAL MUNI BOND ETF,Simplify Exchange Traded Funds,primary_strategy,Income,Plain Beta,HIGH
NMB US,SIMPLIFY NATIONAL MUNI BOND ETF,Simplify Exchange Traded Funds,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
NMBL US,NOVATIDE FLEXIBLE ALLOCATION ETF,Tidal Trust III,sub_strategy,Allocation,Broad,HIGH
NNOV US,INNOVATOR GROWTH-100 POWER BUFFER ETF - NOVEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
NOCT US,INNOVATOR GROWTH-100 POWER BUFFER ETF- OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
NODE US,VANECK ONCHAIN ECONOMY ETF,VanEck Funds,concentration,single,basket,MEDIUM
NOVM US,FT VEST US EQUITY MAX BUFFER ETF - NOVEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
NOVP US,PGIM S&P 500 BUFFER 12 ETF - NOVEMBER,PGIM Rock ETF Trust,mechanism,physical,options,HIGH
NOVP US,PGIM S&P 500 BUFFER 12 ETF - NOVEMBER,PGIM Rock ETF Trust,buffer_pct,12.0,500.0,HIGH
NOVZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME NOVEMBER ETF,Elevation Series Trust,mechanism,physical,options,HIGH
NOWL US,GRANITESHARES 2X LONG NOW DAILY ETF,GraniteShares ETF Trust,underlier_name,NOW US,NOW,HIGH
NOWL US,GRANITESHARES 2X LONG NOW DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
NRES US,XTRACKERS RREEF GLOBAL NATURAL RESOURCES ETF,DWS Xtrackers ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
NRGD US,MICROSECTORS US BIG OIL -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,asset_class,Equity,Multi-Asset,HIGH
NRGD US,MICROSECTORS US BIG OIL -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
NRGD US,MICROSECTORS US BIG OIL -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
NRGU US,MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
NRGU US,MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
NRGU US,MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
NSCI US,NUVEEN SECURITIZED INCOME ETF,Nushares ETF Trust,mechanism,physical,swap,HIGH
NSEP US,INNOVATOR GROWTH-100 POWER BUFFER ETF - SEPTEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
NTSX US,WISDOMTREE US EFFICIENT CORE F,WisdomTree ETFs/USA,sub_strategy,Allocation,Broad,HIGH
NUG US,LEVERAGE SHARES 2X LONG NU DAILY ETF,Themes ETF Trust,underlier_name,NU US,NU,HIGH
NUG US,LEVERAGE SHARES 2X LONG NU DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NUGT US,DIREXION DAILY GOLD MINERS INDEX BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NUGY US,GRANITESHARES YIELDBOOST GOLD MINERS ETF,GraniteShares ETF Trust,concentration,single,basket,MEDIUM
NUGY US,GRANITESHARES YIELDBOOST GOLD MINERS ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
NUKZ US,RANGE NUCLEAR RENAISSANCE INDEX ETF,Exchange-Traded Concepts Trust,sub_strategy,Thematic,Sector,MEDIUM
NUSB US,NUVEEN ULTRA SHORT INCOME ETF,Nushares ETF Trust,mechanism,physical,options,MEDIUM
NVBT US,ALLIANZIM US EQUITY BUFFER10 NOV ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
NVBU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED NOV ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
NVBW US,ALLIANZIM US EQUITY BUFFER20 NOV ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
NVD US,GRANITESHARES 2X SHORT NVDA DAILY ETF,GraniteShares ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVD US,GRANITESHARES 2X SHORT NVDA DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
NVDB US,PROSHARES ULTRA NVDA,ProShares Trust,direction,long,neutral,HIGH
NVDB US,PROSHARES ULTRA NVDA,ProShares Trust,underlier_name,NVDA US,NVDA,HIGH
NVDB US,PROSHARES ULTRA NVDA,ProShares Trust,mechanism,physical,swap,HIGH
NVDD US,DIREXION DAILY NVDA BEAR 1X ETF,Direxion ETFs/USA,underlier_name,NVDA US,NVDA,HIGH
NVDD US,DIREXION DAILY NVDA BEAR 1X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NVDG US,LEVERAGE SHARES 2X LONG NVDA DAILY ETF,Themes ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVDG US,LEVERAGE SHARES 2X LONG NVDA DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
NVDK US,TUTTLE CAPITAL NVDA 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,asset_class,Volatility,Multi-Asset,HIGH
NVDK US,TUTTLE CAPITAL NVDA 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,primary_strategy,Plain Beta,Income,MEDIUM
NVDK US,TUTTLE CAPITAL NVDA 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,sub_strategy,VIX,Derivative Income > Covered Call,MEDIUM
NVDK US,TUTTLE CAPITAL NVDA 0DTE COVERED CALL ETF,ETF Opportunities Trust/Tuttle,mechanism,futures,swap,HIGH
NVDL US,GRANITESHARES 2X LONG NVDA DAILY ETF,GraniteShares ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVDL US,GRANITESHARES 2X LONG NVDA DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
NVDO US,LEVERAGE SHARES 2X CAPPED ACCELERATED NVDA MONTHLY ETF,Themes ETF Trust,direction,long,neutral,HIGH
NVDO US,LEVERAGE SHARES 2X CAPPED ACCELERATED NVDA MONTHLY ETF,Themes ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVDO US,LEVERAGE SHARES 2X CAPPED ACCELERATED NVDA MONTHLY ETF,Themes ETF Trust,mechanism,physical,swap,MEDIUM
NVDQ US,T-REX 2X INVERSE NVIDIA DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,NVDA US,NVDA,HIGH
NVDQ US,T-REX 2X INVERSE NVIDIA DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
NVDS US,TRADR 1.5X SHORT NVDA DAILY ETF,Investment Managers Series Tru,underlier_name,NVDA US,NVDA,HIGH
NVDS US,TRADR 1.5X SHORT NVDA DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
NVDU US,DIREXION DAILY NVDA BULL 2X ETF,Direxion ETFs/USA,underlier_name,NVDA US,NVDA,HIGH
NVDU US,DIREXION DAILY NVDA BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
NVDW US,ROUNDHILL NVDA WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
NVDW US,ROUNDHILL NVDA WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVDW US,ROUNDHILL NVDA WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
NVDX US,T-REX 2X LONG NVIDIA DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,NVDA US,NVDA,HIGH
NVDX US,T-REX 2X LONG NVIDIA DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
NVDY US,YIELDMAX NVDA OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,NVDA US,NVDA,HIGH
NVDY US,YIELDMAX NVDA OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
NVII US,REX NVDA GROWTH & INCOME ETF,REX ETF Trust,primary_strategy,Income,L&I,HIGH
NVII US,REX NVDA GROWTH & INCOME ETF,REX ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
NVII US,REX NVDA GROWTH & INCOME ETF,REX ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVII US,REX NVDA GROWTH & INCOME ETF,REX ETF Trust,mechanism,physical,swap,HIGH
NVIR US,HORIZON KINETICS ENERGY REMEDIATION ETF,Listed Funds Trust,sub_strategy,Broad,Sector,MEDIUM
NVIT US,YIELDMAX NVDA PERFORMANCE & DISTRIBUTION TARGET 25 ETF,Tidal Trust II,asset_class,Equity,Multi-Asset,HIGH
NVIT US,YIELDMAX NVDA PERFORMANCE & DISTRIBUTION TARGET 25 ETF,Tidal Trust II,concentration,single,basket,MEDIUM
NVIT US,YIELDMAX NVDA PERFORMANCE & DISTRIBUTION TARGET 25 ETF,Tidal Trust II,mechanism,physical,options,HIGH
NVOX US,DEFIANCE DAILY TARGET 2X LONG NVO ETF,Tidal Trust II,underlier_name,NVO US,NVO,HIGH
NVOX US,DEFIANCE DAILY TARGET 2X LONG NVO ETF,Tidal Trust II,mechanism,physical,swap,HIGH
NVTX US,TRADR 2X LONG NVTS DAILY ETF,Investment Managers Series Tru,underlier_name,NVTS US,NVTS,HIGH
NVTX US,TRADR 2X LONG NVTS DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
NVYY US,GRANITESHARES YIELDBOOST NVDA ETF,GraniteShares ETF Trust,underlier_name,NVDA US,NVDA,HIGH
NVYY US,GRANITESHARES YIELDBOOST NVDA ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
NWKD US,NUCLEAR ENERGY & INFRASTRUCTURE ETF,Corgi ETF Trust II,sub_strategy,Broad,Sector,MEDIUM
NXTE US,AXS GREEN ALPHA ETF,Investment Managers Series Tru,sub_strategy,Thematic,Broad,LOW
NXTG US,FIRST TRUST INDXX NEXTG ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Sector,MEDIUM
NXUS US,NUVEEN INTERNATIONAL AGGREGATE BOND ETF,Nushares ETF Trust,mechanism,physical,options,MEDIUM
NYSX US,GLOBAL X NYSE 100 ETF,Global X ETFs/USA,sub_strategy,Broad,Sector,MEDIUM
NZAC US,STATE STREET SPDR MSCI ACWI CLIMATE PARIS ALIGNED ETF,SPDR Index Shares Funds,sub_strategy,Thematic,Broad,MEDIUM
OARK US,YIELDMAX INNOVATION OPTION INCOME STRATEGY ETF,Tidal Trust II,concentration,single,basket,MEDIUM
OARK US,YIELDMAX INNOVATION OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
OBNB US,OSPREY BNB CHAIN TRUST,Osprey Funds LLC/USA,primary_strategy,L&I,Plain Beta,HIGH
OBNB US,OSPREY BNB CHAIN TRUST,Osprey Funds LLC/USA,sub_strategy,Long,Single-Access,HIGH
OBNB US,OSPREY BNB CHAIN TRUST,Osprey Funds LLC/USA,mechanism,swap,physical,MEDIUM
OBNK US,OSPREY BONK TRUST,Osprey Funds LLC/USA,primary_strategy,L&I,Plain Beta,HIGH
OBNK US,OSPREY BONK TRUST,Osprey Funds LLC/USA,sub_strategy,Long,Single-Access,HIGH
OBNK US,OSPREY BONK TRUST,Osprey Funds LLC/USA,mechanism,swap,physical,MEDIUM
OBOR US,KRANESHARES MSCI ONE BELT ONE ROAD INDEX ETF,KraneShares Trust,sub_strategy,Thematic,Broad,LOW
OCIO US,CLEARSHARES OCIO ETF,ETF Series Solutions,sub_strategy,Allocation,Broad,HIGH
OCTB US,APTUS OCTOBER BUFFER ETF,ETF Series Solutions/Aptus Cap,mechanism,physical,options,HIGH
OCTH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF - OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
OCTJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF - OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
OCTM US,FT VEST US EQUITY MAX BUFFER ETF - OCTOBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
OCTP US,PGIM S&P 500 BUFFER 12 ETF - OCTOBER,PGIM Rock ETF Trust,mechanism,physical,options,HIGH
OCTP US,PGIM S&P 500 BUFFER 12 ETF - OCTOBER,PGIM Rock ETF Trust,buffer_pct,12.0,500.0,HIGH
OCTT US,ALLIANZIM US EQUITY BUFFER10 OCT ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
